CVEDIS,ENTIDAD,NOMBRE_ENTIDAD,DISTRITO_FEDERAL,NOMBRE_DISTRITO_FEDERAL,LN_HOMBRES,LN_MUJERES,LN_NO_BINARIO,LN,ID_PERSON_GOBERNANTES,NOMBRE_DIPUTADO_ELECTO_2024,PARTIDO_2024,SKIN_TONE,PHOTO_URL
1407,14,JALISCO,7,TONALA,137643,143832,1,281476,4822,Claudia García Hernández,MORENA,#B29679,1407__CLAUDIA_GARCIA_HERNANDEZ__SIGAMOS_HACIENDO_HISTORIA.png
1408,14,JALISCO,8,GUADALAJARA,188442,206565,5,395012,4786,Paola Milagros Espinosa Sánchez,PAN,#B29679,1408__PAOLA_MILAGROS_ESPINOSA_SANCHEZ__FUERZA_Y_CORAZON_POR_MEXICO.png
1409,14,JALISCO,9,GUADALAJARA,174030,187841,2,361873,4824,Favio Castellanos Polanco,PVEM,#DEB6AD,1409__FAVIO_CASTELLANOS_POLANCO__SIGAMOS_HACIENDO_HISTORIA.png
1410,14,JALISCO,10,ZAPOPAN,172411,190972,3,363386,2884,Omar Antonio Borboa Becerra,PAN,#DEB6AD,1410__OMAR_ANTONIO_BORBOA_BECERRA__FUERZA_Y_CORAZON_POR_MEXICO.png
1411,14,JALISCO,11,GUADALAJARA,185243,201002,1,386246,4813,Merilyn Gómez Pozos,MORENA,#DEB6AD,1411__MERILYN_GÓMEZ_POZOS__SIGAMOS_HACIENDO_HISTORIA.jpg
1412,14,JALISCO,12,TLAJOMULCO DE ZUÐIGA,152419,160574,0,312993,4814,Sandra Beatriz González Pérez,MORENA, ,
1413,14,JALISCO,13,SAN PEDRO TLAQUEPAQUE,155075,164891,1,319967,1030,José Luis Sánchez González,MORENA,#B29679,1413__JOSE_LUIS_SANCHEZ_GONZALEZ__SIGAMOS_HACIENDO_HISTORIA.png
1414,14,JALISCO,14,TLAJOMULCO DE ZUÐIGA,125019,130381,1,255401,4815,Marcela Michel López,MORENA,#DEB6AD,1414__MARCELA_MICHEL_LÓPEZ__SIGAMOS_HACIENDO_HISTORIA.jpg
1415,14,JALISCO,15,LA BARCA,166196,177396,0,343592,4776,Alonso De Jesús Vázquez Jiménez,PAN,#DEB6AD,1415__ALONSO_DE_JESÚS_VÁZQUEZ_JIMÉNEZ__FUERZA_Y_CORAZÓN_POR_MÉXICO.jpg
1416,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,160408,168342,1,328751,2920,Alberto Maldonado Chavarín,MORENA,#DEB6AD,1416__ALBERTO_MALDONADO_CHAVARIN__SIGAMOS_HACIENDO_HISTORIA.png
1417,14,JALISCO,17,JOCOTEPEC,152002,161136,0,313138,1096,Antonio De Jesús Ramírez Ramos,PVEM,#B29679,1417__ANTONIO_DE_JESUS_RAMIREZ_RAMOS__SIGAMOS_HACIENDO_HISTORIA.png
1418,14,JALISCO,18,AUTLAN DE NAVARRO,171683,177672,1,349356,4817,Haidyd Arreola López,PT,#785E4B,1418__HAIDYD_ARREOLA_LÓPEZ__SIGAMOS_HACIENDO_HISTORIA.jpg
1419,14,JALISCO,19,ZAPOTLAN EL GRANDE,171152,181156,1,352309,4818,Clara Cárdenas Galván,MORENA,#B29679,1419__CLARA_CARDENAS_GALVAN__SIGAMOS_HACIENDO_HISTORIA.png
1420,14,JALISCO,20,TONALA,126047,131172,0,257219,1092,Katia Alejandra Castillo Lozano,PVEM,#B29679,1420__KATIA_ALEJANDRA_CASTILLO_LOZANO__SIGAMOS_HACIENDO_HISTORIA.png
1501,15,MEXICO,1,JILOTEPEC,157603,176409,0,334012,4914,María Luisa Mendoza Mondragon,MORENA,#DEB6AD,1501__MARÍA_LUISA_MENDOZA_MONDRAGON__SIGAMOS_HACIENDO_HISTORIA.jpg
1502,15,MEXICO,2,TULTEPEC,137093,150564,0,287657,1311,Dionicia Vázquez García,PT,#B29679,1502__DIONICIA_VÁZQUEZ_GARCÍA__SIGAMOS_HACIENDO_HISTORIA.jpg
1503,15,MEXICO,3,ATLACOMULCO,149085,170270,0,319355,4928,Diana Castillo Gabino,PVEM,#917153,1503__DIANA_CASTILLO_GABINO__SIGAMOS_HACIENDO_HISTORIA.png
1504,15,MEXICO,4,NICOLAS ROMERO,149587,164247,0,313834,4932,Melva Carrasco Godinez,MORENA,#917153,1504__MELVA_CARRASCO_GODINEZ__SIGAMOS_HACIENDO_HISTORIA.png
1505,15,MEXICO,5,TEOTIHUACAN,138980,153235,0,292215,4934,Patricia Galindo Alarcon,MORENA,#DEB6AD,1505__PATRICIA_GALINDO_ALARCON__SIGAMOS_HACIENDO_HISTORIA.png
1506,15,MEXICO,6,COACALCO DE BERRIOZABAL,167172,184581,0,351753,1331,Julieta Villalpando Riquelme,MORENA,#B29679,1506__JULIETA_VILLALPANDO_RIQUELME__SIGAMOS_HACIENDO_HISTORIA.png
1507,15,MEXICO,7,CUAUTITLAN IZCALLI,168129,186661,0,354790,1308,Xochitl Nashielly Zagal Ramírez,MORENA,#B29679,1507__XOCHITL_NASHIELLY_ZAGAL_RAMIREZ__SIGAMOS_HACIENDO_HISTORIA.png
1508,15,MEXICO,8,TULTITLAN,165670,180037,0,345707,4935,Anay Beltran Reyes,MORENA, ,
1509,15,MEXICO,9,SAN FELIPE DEL PROGRESO,151462,169610,0,321072,4936,Iván Marín Rangel,MORENA,#917153,1509__IVAN_MARIN_RANGEL__SIGAMOS_HACIENDO_HISTORIA.png
1510,15,MEXICO,10,ECATEPEC DE MORELOS,144817,158279,0,303096,3233,Luis Fernando Vilchis Contreras,MORENA,#DEB6AD,1510__LUIS_FERNANDO_VILCHIS_CONTRERAS__SIGAMOS_HACIENDO_HISTORIA.png
1511,15,MEXICO,11,ECATEPEC DE MORELOS,160377,173956,1,334334,4856,Xochitl Teresa Arzola Vargas,MORENA,#917153,1511__XOCHITL_TERESA_ARZOLA_VARGAS__Morena.jpg
1512,15,MEXICO,12,IXTAPALUCA,136695,149757,0,286452,1420,Armando Corona Arvizu,PVEM,#917153,1512__ARMANDO_CORONA_ARVIZU__SIGAMOS_HACIENDO_HISTORIA.png
1513,15,MEXICO,13,ECATEPEC DE MORELOS,178565,198655,0,377220,4857,Alma Monserrat Córdoba Navarrete,MORENA, ,
1514,15,MEXICO,14,ACOLMAN,125786,140442,0,266228,4915,Claudia Leticia Garfias Alcantara,PVEM,#917153,1514__CLAUDIA_LETICIA_GARFIAS_ALCANTARA__SIGAMOS_HACIENDO_HISTORIA.png
1515,15,MEXICO,15,ATIZAPAN DE ZARAGOZA,174022,190390,0,364412,4916,Josefina Anaya Martínez,MORENA,#917153,1515__JOSEFINA_ANAYA_MARTINEZ__SIGAMOS_HACIENDO_HISTORIA.png
1516,15,MEXICO,16,ECATEPEC DE MORELOS,155349,165454,0,320803,4917,Emilio Manzanilla Téllez,PVEM,#B29679,1516__EMILIO_MANZANILLA_TELLEZ__SIGAMOS_HACIENDO_HISTORIA.png
1517,15,MEXICO,17,ECATEPEC DE MORELOS,131337,144631,0,275968,4858,Juan Hugo De La Rosa García,MORENA,#DEB6AD,1517__JUAN_HUGO_DE_LA_ROSA_GARCIA__MORENA.png
1518,15,MEXICO,18,HUIXQUILUCAN,169323,189412,0,358735,6748,Claudia Sánchez Juárez,PVEM,#B29679,1518__CLAUDIA_SANCHEZ_JUAREZ__SIGAMOS_HACIENDO_HISTORIA.png
1519,15,MEXICO,19,TLALNEPANTLA DE BAZ,194085,216510,0,410595,4919,Gabriela Valdepeñas González,PT, ,
1520,15,MEXICO,20,TECAMAC,112927,127404,1,240332,4920,Montserrat Ruiz Paez,MORENA,#917153,1520__MONTSERRAT_RUIZ_PAEZ__SIGAMOS_HACIENDO_HISTORIA.jpg
1521,15,MEXICO,21,AMECAMECA,145196,163582,0,308778,4921,Iván Millán Contreras,MORENA, ,
1522,15,MEXICO,22,NAUCALPAN DE JUAREZ,169504,191104,0,360608,4837,Martha Amalia Moya Bastón,PAN,#917153,1522__MARTHA_AMALIA_MOYA_BASTÓN__FUERZA_Y_CORAZÓN_POR_MÉXICO.jpg
1523,15,MEXICO,23,LERMA,149972,166097,1,316070,4923,Luis Alberto Carballo Gutiérrez,MORENA,#B29679,1523__LUIS_ALBERTO_CARBALLO_GUTIERREZ__SIGAMOS_HACIENDO_HISTORIA.png
1524,15,MEXICO,24,NAUCALPAN DE JUAREZ,199345,210736,0,410081,4924,José Luis Durán Reveles,PT,#B29679,1524__JOSE_LUIS_DURAN_REVELES__SIGAMOS_HACIENDO_HISTORIA.png
1525,15,MEXICO,25,CHIMALHUACAN,144346,157520,0,301866,4925,Leide Avilés Domínguez,PVEM,#917153,1525__LEIDE_AVILES_DOMINGUEZ__SIGAMOS_HACIENDO_HISTORIA.png
1526,15,MEXICO,26,TOLUCA,159491,179751,1,339243,4926,Luis Enrique Miranda Barrera,PVEM,#B29679,1526__LUIS_ENRIQUE_MIRANDA_BARRERA__SIGAMOS_HACIENDO_HISTORIA.png
1527,15,MEXICO,27,METEPEC,170374,192553,0,362927,6791,Wblester Santiago Pineda,MORENA, ,
1528,15,MEXICO,28,ZUMPANGO,128677,142051,0,270728,1323,Roberto Ángel Domínguez Rodríguez,PT,#917153,1528__ROBERTO_ANGEL_DOMINGUEZ_RODRIGUEZ__SIGAMOS_HACIENDO_HISTORIA.png
1529,15,MEXICO,29,NEZAHUALCOYOTL,168686,185661,0,354347,4859,Gerardo Ulloa Pérez,MORENA,#917153,1529__GERARDO_ULLOA_PEREZ__MORENA.png
1530,15,MEXICO,30,CHIMALHUACAN,136070,149306,0,285376,1426,César Agustín Hernández Pérez,MORENA,#DEB6AD,1530__CESAR_AGUSTIN_HERNANDEZ_PEREZ__SIGAMOS_HACIENDO_HISTORIA.png
1531,15,MEXICO,31,NEZAHUALCOYOTL,174908,191508,0,366416,1324,Juan Ángel Bautista Bravo,MORENA,#DEB6AD,1531__JUAN_ANGEL_BAUTISTA_BRAVO__MORENA.png
1532,15,MEXICO,32,VALLE DE CHALCO SOLIDARIDAD,136596,146317,0,282913,1427,Luis Enrique Martínez Ventura,PVEM,#DEB6AD,1532__LUIS_ENRIQUE_MARTINEZ_VENTURA__SIGAMOS_HACIENDO_HISTORIA.png
1533,15,MEXICO,33,CHALCO,136854,153077,0,289931,4860,Anais Miriam Burgos Hernández,MORENA,#917153,1533__ANAIS_MIRIAM_BURGOS_HERNANDEZ__MORENA.png
1534,15,MEXICO,34,TOLUCA,177456,203776,0,381232,4929,Mónica Angélica Álvarez Nemer,MORENA,#B29679,1534__MONICA_ANGELICA_ALVAREZ_NEMER__SIGAMOS_HACIENDO_HISTORIA.png
1535,15,MEXICO,35,TENANCINGO,159956,183454,0,343410,1429,Arturo Roberto Hernández Tapia,PVEM,#DEB6AD,1535__ARTURO_ROBERTO_HERNANDEZ_TAPIA__SIGAMOS_HACIENDO_HISTORIA.png
1536,15,MEXICO,36,TEJUPILCO,154091,167603,0,321694,1162,Juan Carlos Varela Domínguez,MORENA,#B29679,1536__JUAN_CARLOS_VARELA_DOMÍNGUEZ__SIGAMOS_HACIENDO_HISTORIA.jpg
1537,15,MEXICO,37,TEOLOYUCAN,161409,174158,0,335567,4930,Pedro Mario Zenteno Santaella,MORENA,#B29679,1537__PEDRO_MARIO_ZENTENO_SANTAELLA__SIGAMOS_HACIENDO_HISTORIA.png
1538,15,MEXICO,38,TEXCOCO,139426,155424,0,294850,4931,Jesús Martín Cuanalo Araujo,MORENA,#B29679,1538__JESUS_MARTIN_CUANALO_ARAUJO__SIGAMOS_HACIENDO_HISTORIA.png
1539,15,MEXICO,39,LA PAZ,137082,150600,0,287682,1430,José Luis Montalvo Luna,MORENA,#B29679,1539__JOSÉ_LUIS_MONTALVO_LUNA__SIGAMOS_HACIENDO_HISTORIA.jpg
1540,15,MEXICO,40,ZINACANTEPEC,172261,192196,0,364457,6857,Azucena Huerta Romero,PT,#B29679,1540__AZUCENA_HUERTA_ROMERO__SIGAMOS_HACIENDO_HISTORIA.jpg
1601,16,MICHOACAN DE OCAMPO,1,LAZARO CARDENAS,152555,157390,0,309945,1461,Leonel Godoy Rangel,MORENA,#B29679,1601__LEONEL_GODOY_RANGEL__MORENA.png
1602,16,MICHOACAN DE OCAMPO,2,APATZINGAN,155182,161056,0,316238,4958,José Luis Cruz Lucatero,MORENA,#917153,1602__JOSE_LUIS_CRUZ_LUCATERO__SIGAMOS_HACIENDO_HISTORIA.png
1603,16,MICHOACAN DE OCAMPO,3,ZITACUARO,173760,190328,0,364088,1512,Mary Carmen Bernal Martínez,PVEM,#DEB6AD,1603__MARY_CARMEN_BERNAL_MARTINEZ__SIGAMOS_HACIENDO_HISTORIA.png
1604,16,MICHOACAN DE OCAMPO,4,JIQUILPAN,153620,167344,0,320964,4959,Rosa Guadalupe Ortega Tiburcio,MORENA,#DBBE95,1604__ROSA_GUADALUPE_ORTEGA_TIBURCIO__SIGAMOS_HACIENDO_HISTORIA.png
1605,16,MICHOACAN DE OCAMPO,5,ZAMORA,172981,191373,0,364354,4960,Delhi Miroslava Shember Domínguez,PT, ,
1606,16,MICHOACAN DE OCAMPO,6,HIDALGO,167498,184350,0,351848,4961,José Luis Téllez Marín,MORENA,#B29679,1606__JOSE_LUIS_TELLEZ_MARIN__SIGAMOS_HACIENDO_HISTORIA.png
1607,16,MICHOACAN DE OCAMPO,7,ZACAPU,186605,205799,0,392404,4962,Marcela Velazquez Vazquez,MORENA,#917153,1607__MARCELA_VELAZQUEZ_VAZQUEZ__SIGAMOS_HACIENDO_HISTORIA.png
1608,16,MICHOACAN DE OCAMPO,8,MORELIA,157162,174670,0,331832,4963,Ernesto Nuñez Aguilar,PT,#917153,1608__ERNESTO_NUNEZ_AGUILAR__SIGAMOS_HACIENDO_HISTORIA.png
1609,16,MICHOACAN DE OCAMPO,9,URUAPAN,153654,170437,0,324091,6750,Guadalupe Araceli Mendoza Arias,C7,#B29679,1609__GUADALUPE_ARACELI_MENDOZA_ARIAS__CANDIDATURA_INDEPENDIENTE.png
1610,16,MICHOACAN DE OCAMPO,10,MORELIA,159815,180598,0,340413,3569,David Alejandro Cortés Mendoza,PAN,#917153,1610__DAVID_ALEJANDRO_CORTES_MENDOZA__FUERZA_Y_CORAZON_POR_MEXICO.png
1611,16,MICHOACAN DE OCAMPO,11,PATZCUARO,162129,173304,0,335433,1450,Vanessa López Carrillo,PT,#B29679,1611__VANESSA_LÓPEZ_CARRILLO__SIGAMOS_HACIENDO_HISTORIA.jpg
1701,17,MORELOS,1,CUERNAVACA,148513,172197,0,320710,4971,Sandra Anaya Villegas,MORENA,#B29679,1701__SANDRA_ANAYA_VILLEGAS__SIGAMOS_HACIENDO_HISTORIA.png
1702,17,MORELOS,2,JIUTEPEC,164929,181867,0,346796,4972,Ariadna Barrera Vazquez,PT,#B29679,1702__ARIADNA_BARRERA_VAZQUEZ__SIGAMOS_HACIENDO_HISTORIA.png
1703,17,MORELOS,3,CUAUTLA,144927,162405,0,307332,6751,Cindy Winkler Trujillo,PVEM, ,
1704,17,MORELOS,4,JOJUTLA,149736,163762,0,313498,4974,Juan Ángel Flores Bustamante,PT,#B29679,1704__JUAN_ANGEL_FLORES_BUSTAMANTE__SIGAMOS_HACIENDO_HISTORIA.png
1705,17,MORELOS,5,YAUTEPEC,125132,137737,0,262869,4975,Agustín Alonso Gutiérrez,PVEM,#DEB6AD,1705__AGUSTIN_ALONSO_GUTIERREZ__SIGAMOS_HACIENDO_HISTORIA.png
1801,18,NAYARIT,1,SANTIAGO IXCUINTLA,136366,137173,0,273539,4982,Any Marilú Porras Baylón,MORENA,#B29679,1801__ANY_MARILU_PORRAS_BAYLON__SIGAMOS_HACIENDO_HISTORIA.png
1802,18,NAYARIT,2,TEPIC,156687,172384,3,329074,4983,Beatriz Andrea Navarro Pérez,MORENA,#DEB6AD,1802__BEATRIZ_ANDREA_NAVARRO_PEREZ__SIGAMOS_HACIENDO_HISTORIA.png
1803,18,NAYARIT,3,COMPOSTELA,174343,174726,0,349069,1530,Jorge Armando Ortiz Rodríguez,PT,#785E4B,1803__JORGE_ARMANDO_ORTIZ_RODRIGUEZ__SIGAMOS_HACIENDO_HISTORIA.png
1901,19,NUEVO LEON,1,SANTA CATARINA,171937,177703,0,349640,4984,Homero Ricardo Niño De Rivera Vela,PAN,#917153,1901__HOMERO_RICARDO_NINO_DE_RIVERA_VELA__FUERZA_Y_CORAZON_POR_MEXICO.png
1902,19,NUEVO LEON,2,APODACA,166924,165581,1,332506,1607,Andres Mauricio Cantú Ramírez,PRI,#917153,1902__ANDRES_MAURICIO_CANTU_RAMIREZ__FUERZA_Y_CORAZON_POR_MEXICO.png
1903,19,NUEVO LEON,3,GRAL. ESCOBEDO,170918,167420,1,338339,61,Clara Luz Flores Carrales,MORENA,#917153,1903__CLARA_LUZ_FLORES_CARRALES__SIGAMOS_HACIENDO_HISTORIA.jpg
1904,19,NUEVO LEON,4,SAN NICOLAS DE LOS GARZA,179703,188282,0,367985,4991,Amparo Lilia Olivares Castañeda,PAN,#917153,1904__AMPARO_LILIA_OLIVARES_CASTANEDA__FUERZA_Y_CORAZON_POR_MEXICO.png
1905,19,NUEVO LEON,5,MONTERREY,160795,161845,1,322641,1601,Santiago González Soto,MORENA,#DEB6AD,1905__SANTIAGO_GONZALEZ_SOTO__SIGAMOS_HACIENDO_HISTORIA.png
1906,19,NUEVO LEON,6,MONTERREY,155720,165485,2,321207,3209,Annia Sarahí Gómez Cárdenas,PAN,#DEB6AD,1906__ANNIA_SARAHI_GOMEZ_CARDENAS__FUERZA_Y_CORAZON_POR_MEXICO.png
1907,19,NUEVO LEON,7,GARCIA,127335,120764,0,248099,5017,Carlos Alberto Guevara Garza,MORENA,#B29679,1907__CARLOS_ALBERTO_GUEVARA_GARZA__SIGAMOS_HACIENDO_HISTORIA.png
1908,19,NUEVO LEON,8,GUADALUPE,165551,165701,1,331253,5018,Adriana Belinda Quiroz Gallegos,MORENA,#B29679,1908__ADRIANA_BELINDA_QUIROZ_GALLEGOS__SIGAMOS_HACIENDO_HISTORIA.png
1909,19,NUEVO LEON,9,LINARES,157370,157899,0,315269,1613,Juan Francisco Espinoza Eguia,PRI,#917153,1909__JUAN_FRANCISCO_ESPINOZA_EGUIA__FUERZA_Y_CORAZON_POR_MEXICO.png
1910,19,NUEVO LEON,10,MONTERREY,157949,163260,2,321211,4985,Ana Isabel González González,PRI,#B29679,1910__ANA_ISABEL_GONZALEZ_GONZALEZ__FUERZA_Y_CORAZON_POR_MEXICO.png
1911,19,NUEVO LEON,11,GUADALUPE,184494,189985,1,374480,3210,Pedro Garza Treviño,PAN,#917153,
1912,19,NUEVO LEON,12,JUAREZ,153219,149888,0,303107,5012,Héctor Alfonso De La Garza Villarreal,PVEM,#785E4B,1912__HECTOR_ALFONSO_DE_LA_GARZA_VILLARREAL__SIGAMOS_HACIENDO_HISTORIA.png
1913,19,NUEVO LEON,13,SALINAS VICTORIA,126167,122152,0,248319,5013,Luis Orlando Quiroga Treviño,PT,#917153,1913__LUIS_ORLANDO_QUIROGA_TREVINO__SIGAMOS_HACIENDO_HISTORIA.png
1914,19,NUEVO LEON,14,PESQUERIA,151329,145960,0,297289,5014,José Gloria López,MORENA,#917153,1914__JOSE_GLORIA_LOPEZ__SIGAMOS_HACIENDO_HISTORIA.png
2001,20,OAXACA,1,SAN JUAN BAUTISTA TUXTEPEC,147843,169235,0,317078,5048,Miriam De Los Ángeles Vázquez Ruiz,MORENA,#B29679,2001__MIRIAM_DE_LOS_ANGELES_VAZQUEZ_RUIZ__SIGAMOS_HACIENDO_HISTORIA.png
2002,20,OAXACA,2,TEOTITLAN DE FLORES MAGON,131564,152071,0,283635,1678,Irma Juan Carlos,PT,#917153,2002__IRMA_JUAN_CARLOS__SIGAMOS_HACIENDO_HISTORIA.png
2003,20,OAXACA,3,HEROICA CIUDAD DE HUAJUAPAN DE LEON,163148,190483,0,353631,1691,Margarita García García,PVEM,#917153,2003__MARGARITA_GARCIA_GARCIA__SIGAMOS_HACIENDO_HISTORIA.png
2004,20,OAXACA,4,TLACOLULA DE MATAMOROS,158029,184959,0,342988,5030,Naty Poob Pijy Jiménez Vásquez,MORENA,#917153,2004__NATY_POOB_PIJY_JIMENEZ_VASQUEZ__MORENA.png
2005,20,OAXACA,5,SALINA CRUZ,135875,147289,0,283164,1664,Carol Antonio Altamirano,MORENA,#785E4B,2005__CAROL_ANTONIO_ALTAMIRANO__MORENA.png
2006,20,OAXACA,6,HEROICA CIUDAD DE TLAXIACO,132588,156482,0,289070,5049,José Alejandro López Sánchez,MORENA, ,
2007,20,OAXACA,7,CIUDAD IXTEPEC,128071,139539,0,267610,5050,Gloria Sánchez López,PVEM,#B29679,2007__GLORIA_SANCHEZ_LOPEZ__SIGAMOS_HACIENDO_HISTORIA.png
2008,20,OAXACA,8,OAXACA DE JUAREZ,161681,190621,0,352302,5051,Raúl Bolaños Cacho Cué,MORENA,#B29679,2008__RAUL_BOLANOS_CACHO_CUE__SIGAMOS_HACIENDO_HISTORIA.png
2009,20,OAXACA,9,SAN PEDRO MIXTEPEC,139422,157880,0,297302,1695,María del Carmen Bautista Pelaéz,MORENA, ,
2010,20,OAXACA,10,MIAHUATLAN DE PORFIRIO DIAZ,156072,175329,0,331401,5029,Carmelo Cruz Mendoza,MORENA, ,
2101,21,PUEBLA,1,HUAUCHINANGO,140294,160462,0,300756,5083,Gissel Santander Soto,MORENA,#DEB6AD,2101__GISSEL_SANTANDER_SOTO__SIGAMOS_HACIENDO_HISTORIA.png
2102,21,PUEBLA,2,ZACATLAN,139642,160143,0,299785,1773,Fatima Almendra Cruz Pelaez,PVEM,#DEB6AD,2102__FATIMA_ALMENDRA_CRUZ_PELAEZ__SIGAMOS_HACIENDO_HISTORIA.png
2103,21,PUEBLA,3,TEZIUTLAN,141844,165667,0,307511,5090,María De Los Ángeles Ballesteros García,MORENA,#917153,2103__MARIA_DE_LOS_ANGELES_BALLESTEROS_GARCIA__SIGAMOS_HACIENDO_HISTORIA.png
2104,21,PUEBLA,4,LIBRES,140041,157963,0,298004,5091,Juan Antonio González Hernández,MORENA,#917153,2104__JUAN_ANTONIO_GONZALEZ_HERNANDEZ__SIGAMOS_HACIENDO_HISTORIA.png
2105,21,PUEBLA,5,SAN MARTIN TEXMELUCAN,148152,165726,0,313878,5092,Rafaela Vianey García Romero,MORENA, ,
2106,21,PUEBLA,6,PUEBLA,157052,175435,0,332487,1777,Alejandro Carvajal Hidalgo,PT,#917153,2106__ALEJANDRO_CARVAJAL_HIDALGO__SIGAMOS_HACIENDO_HISTORIA.png
2107,21,PUEBLA,7,TEPEACA,132576,150191,0,282767,2676,Claudia Rivera Vivanco,MORENA,#DEB6AD,2107__CLAUDIA_RIVERA_VIVANCO__SIGAMOS_HACIENDO_HISTORIA.png
2108,21,PUEBLA,8,CHALCHICOMULA DE SESMA,130355,150409,0,280764,5093,Carlos Ignacio Mier Bañuelos,PVEM, ,
2109,21,PUEBLA,9,PUEBLA,174890,198192,0,373082,5094,José Antonio Gali López,MORENA,#917153,2109__JOSE_ANTONIO_GALI_LOPEZ__SIGAMOS_HACIENDO_HISTORIA.png
2110,21,PUEBLA,10,SAN PEDRO CHOLULA,153047,173257,1,326305,5084,María Fabiola Karina Pérez Popoca,PVEM,#DEB6AD,2110__MARIA_FABIOLA_KARINA_PEREZ_POPOCA__SIGAMOS_HACIENDO_HISTORIA.png
2111,21,PUEBLA,11,PUEBLA,152818,173141,0,325959,5085,José Antonio López Ruiz,MORENA,#DEB6AD,2111__JOSE_ANTONIO_LOPEZ_RUIZ__SIGAMOS_HACIENDO_HISTORIA.png
2112,21,PUEBLA,12,PUEBLA,159970,181909,0,341879,3642,Nora Yessica Merino Escamilla,PT,#B29679,2112__NORA_YESSICA_MERINO_ESCAMILLA__SIGAMOS_HACIENDO_HISTORIA.jpg
2113,21,PUEBLA,13,ATLIXCO,135228,156071,0,291299,5086,Mario Miguel Carrillo Cubillas,PVEM,#DEB6AD,2113__MARIO_MIGUEL_CARRILLO_CUBILLAS__SIGAMOS_HACIENDO_HISTORIA.png
2114,21,PUEBLA,14,IZUCAR DE MATAMOROS,143457,164033,0,307490,5087,Eduardo Castillo López,MORENA,#DEB6AD,2114__EDUARDO_CASTILLO_LOPEZ__SIGAMOS_HACIENDO_HISTORIA.png
2115,21,PUEBLA,15,TEHUACAN,140484,164257,0,304741,5088,María Del Rosario Orozco Caballero,PT,#DEB6AD,2115__MARIA_DEL_ROSARIO_OROZCO_CABALLERO__SIGAMOS_HACIENDO_HISTORIA.png
2116,21,PUEBLA,16,AJALPAN,135865,160153,0,296018,5089,Adolfo Alatriste Cantu,MORENA,#B29679,2116__ADOLFO_ALATRISTE_CANTU__SIGAMOS_HACIENDO_HISTORIA.png
2201,22,QUERETARO,1,CADEREYTA DE MONTES,154343,166145,0,320488,5111,Gilberto Herrera Ruiz,MORENA,#B29679,2201__GILBERTO_HERRERA_RUIZ__SIGAMOS_HACIENDO_HISTORIA.png
2202,22,QUERETARO,2,SAN JUAN DEL RIO,138642,150331,0,288973,5112,Ricardo Astudillo Suárez,MORENA,#DEB6AD,2202__RICARDO_ASTUDILLO_SUAREZ__SIGAMOS_HACIENDO_HISTORIA.png
2203,22,QUERETARO,3,QUERETARO,169269,178573,1,347843,5096,Ma. Lorena García Jimeno Alcocer,PAN,#917153,2203__MA._LORENA_GARCIA_JIMENO_ALCOCER__FUERZA_Y_CORAZON_POR_MEXICO.png
2204,22,QUERETARO,4,QUERETARO,174739,191449,1,366189,5097,Roberto Sosa Pichardo,PAN,#917153,2204__ROBERTO_SOSA_PICHARDO__FUERZA_Y_CORAZON_POR_MEXICO.png
2205,22,QUERETARO,5,PEDRO ESCOBEDO,129860,137346,0,267206,5098,Mario Calzada Mercado,PRI,#917153,2205__MARIO_CALZADA_MERCADO__FUERZA_Y_CORAZON_POR_MEXICO.png
2206,22,QUERETARO,6,QUERETARO,151929,158807,0,310736,5114,Luis Humberto Fernández Fuentes,PVEM,#DEB6AD,2206__LUIS_HUMBERTO_FERNANDEZ_FUENTES__SIGAMOS_HACIENDO_HISTORIA.png
2301,23,QUINTANA ROO,1,SOLIDARIDAD,197655,186769,1,384425,1823,Juan Luis Carrillo Soberanis,PVEM,#917153,2301__JUAN_LUIS_CARRILLO_SOBERANIS__SIGAMOS_HACIENDO_HISTORIA.png
2302,23,QUINTANA ROO,2,OTHON P. BLANCO,174713,176997,0,351710,4124,Elda María Xix Euan,MORENA,#917153,2302__ELDA_MARÍA_XIX_EUAN__SIGAMOS_HACIENDO_HISTORIA.jpg
2303,23,QUINTANA ROO,3,BENITO JUAREZ,201290,193126,0,394416,5119,Luis Humberto Aldana Navarro,MORENA,#785E4B,2303__LUIS_HUMBERTO_ALDANA_NAVARRO__MORENA.png
2304,23,QUINTANA ROO,4,BENITO JUAREZ,165552,165773,0,331325,5126,Mildred Concepcion Ávila Vera,MORENA,#DEB6AD,2304__MILDRED_CONCEPCION_AVILA_VERA__SIGAMOS_HACIENDO_HISTORIA.png
2401,24,SAN LUIS POTOSI,1,MATEHUALA,143823,156261,0,300084,5141,Aremy Velazco Bautista,PVEM,#B29679,2401__AREMY_VELAZCO_BAUTISTA__SIGAMOS_HACIENDO_HISTORIA.png
2402,24,SAN LUIS POTOSI,2,SOLEDAD DE GRACIANO SANCHEZ,133457,143927,0,277384,5142,José Luis Fernández Martínez,PT, ,
2403,24,SAN LUIS POTOSI,3,RIOVERDE,144113,152822,0,296935,1860,Oscar Bautista Villegas,MORENA,#B29679,2403__OSCAR_BAUTISTA_VILLEGAS__SIGAMOS_HACIENDO_HISTORIA.png
2404,24,SAN LUIS POTOSI,4,CIUDAD VALLES,157169,168201,0,325370,5143,Francisco Adrián Castillo Morales,MORENA, ,
